	geneid	sampleid	prob
52	AAMP	TCGA-12-0829	0.9090909090909091
53	AAMP	TCGA-12-3644	0.3333333333333333
54	AANAT	TCGA-06-5416	0.5306122448979592
55	AANAT	TCGA-16-1460	0.1320754716981132
56	AANAT	TCGA-76-6280	0.7692307692307693
57	AAR2	TCGA-06-5416	0.9285714285714286
58	AAR2	TCGA-14-1795	0.46153846153846156
59	AAR2	TCGA-28-2506	0.08247422680412371
60	AARS	TCGA-06-1802	0.10646387832699619
61	AARS	TCGA-06-5416	0.35390946502057613
62	AARS	TCGA-12-0818	0.6704067321178121
63	AARS	TCGA-12-0829	0.09699201964395335
64	AARS	TCGA-14-1794	0.2727272727272727
65	AARS	TCGA-14-1825	0.8925619834710744
66	AARS	TCGA-19-1389	0.34146341463414637
67	AARS	TCGA-28-2506	0.7692307692307693
68	AARS2	TCGA-06-0743	0.30303030303030304
69	AARS2	TCGA-06-5416	0.5833333333333334
70	AARS2	TCGA-12-1089	0.12021857923497267
71	AARS2	TCGA-12-3644	0.35294117647058826
72	AARS2	TCGA-14-0812	0.22764227642276422
73	AASDH	TCGA-06-5416	0.780952380952381
74	AASDH	TCGA-14-1794	0.17142857142857143
75	AASDH	TCGA-19-5956	0.4807692307692308
76	AASDHPPT	TCGA-19-5956	0.5263157894736842
77	AASS	TCGA-06-0189	0.21052631578947367
78	AASS	TCGA-06-5416	0.8602150537634409
79	AASS	TCGA-14-1458	0.11224489795918367
80	AASS	TCGA-19-0957	0.10552763819095477
81	AATF	TCGA-06-5416	0.773109243697479
82	AATF	TCGA-19-5956	0.9942857142857143
83	AATK	TCGA-06-5858	0.7647058823529411
84	ABAT	TCGA-06-5416	0.4
85	ABAT	TCGA-12-0775	0.1694915254237288
86	ABAT	TCGA-28-1760	0.38202247191011235
87	ABCA1	TCGA-06-1801	0.09722222222222222
88	ABCA1	TCGA-06-1802	0.6842105263157895
89	ABCA1	TCGA-06-5416	0.8376068376068376
90	ABCA1	TCGA-12-0775	0.28205128205128205
91	ABCA1	TCGA-12-0778	0.10837438423645321
92	ABCA1	TCGA-12-1089	0.14663951120162932
93	ABCA1	TCGA-14-0740	0.5517241379310345
94	ABCA1	TCGA-14-0866	0.8615384615384616
95	ABCA1	TCGA-14-1795	0.6060606060606061
96	ABCA1	TCGA-14-1821	0.5671641791044776
97	ABCA1	TCGA-19-5956	0.15841584158415842
98	ABCA10	TCGA-06-0644	0.25742574257425743
99	ABCA10	TCGA-06-0939	0.6666666666666666
100	ABCA10	TCGA-14-1458	0.16988416988416988
101	ABCA10	TCGA-19-5950	0.7692307692307693
102	ABCA10	TCGA-28-2502	0.40273037542662116
103	ABCA10	TCGA-74-6573	0.4838709677419355
104	ABCA12	TCGA-06-1802	0.4
105	ABCA12	TCGA-06-5416	0.3356643356643357
106	ABCA12	TCGA-19-1385	0.11382113821138211
107	ABCA12	TCGA-19-5956	0.4444444444444444
108	ABCA13	TCGA-06-5416	0.47619047619047616
109	ABCA13	TCGA-12-0829	0.18556701030927836
110	ABCA13	TCGA-14-1396	0.19555555555555557
111	ABCA13	TCGA-14-2554	0.8333333333333334
112	ABCA13	TCGA-19-5956	0.375
113	ABCA13	TCGA-27-1837	0.8941176470588236
114	ABCA13	TCGA-27-2519	0.15827338129496402
115	ABCA13	TCGA-32-2616	0.3072
116	ABCA13	TCGA-32-2634	0.9900990099009901
117	ABCA17P	TCGA-16-0848	0.297029702970297
118	ABCA2	TCGA-06-5416	0.5038167938931297
119	ABCA2	TCGA-19-5956	0.975
120	ABCA3	TCGA-06-1804	0.8549618320610687
121	ABCA3	TCGA-06-5416	0.8235294117647058
122	ABCA3	TCGA-12-0828	0.12048192771084337
123	ABCA3	TCGA-12-3644	0.2978723404255319
124	ABCA3	TCGA-14-0866	0.9333333333333333
125	ABCA3	TCGA-15-1446	0.2553191489361702
126	ABCA3	TCGA-19-5956	0.35
127	ABCA3	TCGA-41-4097	0.2857142857142857
128	ABCA4	TCGA-06-0140	0.75
129	ABCA4	TCGA-06-0747	0.9864864864864865
130	ABCA4	TCGA-06-1801	0.2898550724637681
131	ABCA4	TCGA-06-5416	0.8906666666666667
132	ABCA4	TCGA-12-1089	0.13333333333333333
133	ABCA4	TCGA-14-1458	0.061224489795918366
134	ABCA4	TCGA-15-1446	0.1405152224824356
135	ABCA4	TCGA-19-1387	0.494949494949495
136	ABCA4	TCGA-19-2621	0.15819209039548024
137	ABCA4	TCGA-28-2506	0.2682926829268293
138	ABCA4	TCGA-28-5211	0.45614035087719296
139	ABCA5	TCGA-06-5416	0.9313725490196079
140	ABCA5	TCGA-19-5956	0.4509090909090909
141	ABCA5	TCGA-26-1439	0.3236994219653179
142	ABCA5	TCGA-27-1837	0.7093023255813954
143	ABCA5	TCGA-28-5204	0.9534883720930233
144	ABCA6	TCGA-12-0616	0.6333333333333333
145	ABCA6	TCGA-12-0619	0.8155339805825242
146	ABCA6	TCGA-26-6174	0.17049180327868851
147	ABCA6	TCGA-32-2616	0.7906976744186046
148	ABCA7	TCGA-06-1805	0.34782608695652173
149	ABCA7	TCGA-06-5416	0.15267175572519084
150	ABCA7	TCGA-14-0786	0.4666666666666667
151	ABCA7	TCGA-16-0848	0.12448132780082988
152	ABCA7	TCGA-19-5951	0.8936170212765957
153	ABCA7	TCGA-19-5956	0.75
154	ABCA7	TCGA-32-2616	0.875
155	ABCA8	TCGA-06-1802	0.7142857142857143
156	ABCA8	TCGA-12-1089	0.2033898305084746
157	ABCA8	TCGA-14-1458	0.2222222222222222
158	ABCA8	TCGA-19-1385	0.10666666666666667
159	ABCA8	TCGA-19-5956	0.24742268041237114
160	ABCA8	TCGA-28-2506	0.45714285714285713
161	ABCA9	TCGA-06-5416	0.807799442896936
162	ABCA9	TCGA-12-0828	0.42790697674418604
163	ABCA9	TCGA-19-5956	0.3953488372093023
164	ABCA9	TCGA-28-1747	0.7822222222222223
165	ABCA9	TCGA-32-2632	0.2755102040816326
166	ABCB1	TCGA-06-0192	0.3373493975903614
167	ABCB1	TCGA-06-2570	0.09722222222222222
168	ABCB1	TCGA-06-5416	0.922077922077922
169	ABCB1	TCGA-12-0829	0.10839391936549901
170	ABCB1	TCGA-12-1093	0.25882352941176473
171	ABCB1	TCGA-12-3653	0.191044776119403
172	ABCB1	TCGA-14-0817	0.6451612903225806
173	ABCB1	TCGA-16-1045	0.11363636363636363
174	ABCB1	TCGA-19-5954	0.6428571428571429
175	ABCB1	TCGA-19-5958	0.6551724137931034
176	ABCB1	TCGA-27-1835	0.43956043956043955
177	ABCB10	TCGA-06-5416	0.8367346938775511
178	ABCB10	TCGA-12-0828	0.06679764243614932
179	ABCB10	TCGA-14-1458	0.38095238095238093
180	ABCB10	TCGA-28-1760	0.14285714285714285
181	ABCB11	TCGA-06-0876	0.675
182	ABCB11	TCGA-12-0829	0.4528301886792453
183	ABCB11	TCGA-12-3644	0.1292517006802721
184	ABCB11	TCGA-19-5956	0.3076923076923077
185	ABCB11	TCGA-28-2514	0.9032258064516129
186	ABCB11	TCGA-74-6578	0.12121212121212122
187	ABCB4	TCGA-06-0195	0.5934065934065934
188	ABCB4	TCGA-06-0875	0.25552825552825553
189	ABCB4	TCGA-06-2566	0.13592233009708737
190	ABCB4	TCGA-06-5416	0.5267489711934157
191	ABCB4	TCGA-06-6697	0.24199288256227758
192	ABCB4	TCGA-12-0618	0.622107969151671
193	ABCB4	TCGA-14-0866	0.09090909090909091
194	ABCB4	TCGA-14-1396	0.13333333333333333
195	ABCB4	TCGA-14-1455	0.7567567567567568
196	ABCB4	TCGA-19-1789	0.8928571428571429
197	ABCB4	TCGA-28-5209	0.5233644859813084
198	ABCB4	TCGA-32-1976	0.36363636363636365
199	ABCB4	TCGA-32-2616	0.2536231884057971
200	ABCB5	TCGA-06-0185	0.2753623188405797
201	ABCB5	TCGA-06-0190	0.2558139534883721
202	ABCB5	TCGA-06-5416	0.5077720207253886
203	ABCB5	TCGA-06-5418	0.39520958083832336
204	ABCB5	TCGA-14-1396	0.5434782608695652
205	ABCB5	TCGA-14-1458	0.272
206	ABCB5	TCGA-19-1387	0.12188365650969529
207	ABCB5	TCGA-19-2621	0.5769230769230769
208	ABCB5	TCGA-19-5956	0.9696969696969697
209	ABCB5	TCGA-32-2632	0.4246575342465753
210	ABCB5	TCGA-76-4935	0.2138364779874214
211	ABCB5	TCGA-RR-A6KC	0.4788732394366197
212	ABCB6	TCGA-06-5416	0.4
213	ABCB6	TCGA-12-0829	0.31137724550898205
214	ABCB6	TCGA-12-3644	0.2033898305084746
215	ABCB6	TCGA-26-1799	0.5517241379310345
216	ABCB6	TCGA-28-2506	0.6545454545454545
217	ABCB7	TCGA-06-5416	0.36363636363636365
218	ABCB7	TCGA-28-1749	0.2
219	ABCB7	TCGA-41-5651	0.5063291139240507
220	ABCB8	TCGA-06-1802	0.2558139534883721
221	ABCB8	TCGA-06-6391	0.1684981684981685
222	ABCB8	TCGA-19-1787	0.7325581395348837
223	ABCB8	TCGA-28-2509	0.3402985074626866
224	ABCB9	TCGA-12-0778	0.26666666666666666
225	ABCC1	TCGA-06-1801	0.37735849056603776
226	ABCC1	TCGA-06-1802	0.4270833333333333
227	ABCC1	TCGA-06-2566	0.24120603015075376
228	ABCC1	TCGA-06-5416	0.4668094218415418
229	ABCC1	TCGA-12-0829	0.3619047619047619
230	ABCC1	TCGA-14-0866	0.19965576592082615
231	ABCC1	TCGA-16-1460	0.3064516129032258
232	ABCC1	TCGA-19-1386	0.14754098360655737
233	ABCC1	TCGA-19-5956	0.171875
234	ABCC1	TCGA-28-1760	0.4
235	ABCC10	TCGA-06-1804	0.8421052631578947
236	ABCC10	TCGA-06-1805	0.6
237	ABCC10	TCGA-06-6699	0.8354430379746836
238	ABCC10	TCGA-12-0829	0.49411764705882355
239	ABCC10	TCGA-14-0866	0.20224719101123595
240	ABCC10	TCGA-16-0848	0.25225225225225223
241	ABCC11	TCGA-06-5416	0.9
242	ABCC11	TCGA-12-3646	0.8071748878923767
243	ABCC11	TCGA-14-1795	0.36486486486486486
244	ABCC11	TCGA-19-0957	0.20809248554913296
245	ABCC11	TCGA-19-1387	0.12173913043478261
246	ABCC11	TCGA-19-1388	0.13852813852813853
247	ABCC11	TCGA-19-5956	0.5172413793103449
248	ABCC12	TCGA-06-5416	0.44565217391304346
249	ABCC12	TCGA-12-1089	0.09876543209876543
250	ABCC12	TCGA-14-0866	0.16839378238341968
251	ABCC12	TCGA-19-1385	0.2620689655172414
252	ABCC12	TCGA-19-5956	0.3076923076923077
253	ABCC2	TCGA-06-1087	0.12234042553191489
254	ABCC2	TCGA-06-2566	0.6938775510204082
255	ABCC2	TCGA-06-5416	0.898989898989899
256	ABCC2	TCGA-19-1385	0.29213483146067415
257	ABCC2	TCGA-19-1788	0.5052631578947369
258	ABCC2	TCGA-19-5956	0.45454545454545453
259	ABCC3	TCGA-06-1087	0.06683804627249357
260	ABCC3	TCGA-06-2562	0.07741935483870968
261	ABCC3	TCGA-06-5416	0.8558139534883721
262	ABCC3	TCGA-12-0775	0.30174081237911027
263	ABCC3	TCGA-12-0829	0.07801418439716312
264	ABCC3	TCGA-12-3644	0.26732673267326734
265	ABCC3	TCGA-15-1446	0.07142857142857142
266	ABCC3	TCGA-19-1389	0.07262569832402235
267	ABCC3	TCGA-19-5955	0.3655913978494624
268	ABCC3	TCGA-19-5956	0.17647058823529413
269	ABCC3	TCGA-28-1755	0.14492753623188406
270	ABCC3	TCGA-RR-A6KC	0.5205479452054794
271	ABCC4	TCGA-06-6388	0.6756756756756757
272	ABCC4	TCGA-12-0778	0.1487603305785124
273	ABCC4	TCGA-12-0822	0.17338217338217338
274	ABCC4	TCGA-12-0829	0.1555977229601518
275	ABCC4	TCGA-14-1458	0.16083916083916083
276	ABCC4	TCGA-19-1385	0.12195121951219512
277	ABCC4	TCGA-87-5896	0.5773195876288659
278	ABCC5	TCGA-06-0128	0.7286821705426356
279	ABCC5	TCGA-06-2558	0.5217391304347826
280	ABCC5	TCGA-06-5416	0.9392712550607287
281	ABCC5	TCGA-12-0670	0.23809523809523808
282	ABCC5	TCGA-12-0818	0.08602150537634409
283	ABCC5	TCGA-12-0822	0.10695187165775401
284	ABCC5	TCGA-12-1089	0.16806722689075632
285	ABCC5	TCGA-19-5956	0.27586206896551724
286	ABCC5	TCGA-28-1760	0.23076923076923078
287	ABCC5	TCGA-41-5651	0.631578947368421
288	ABCC6	TCGA-06-1802	0.6666666666666666
289	ABCC6	TCGA-06-5416	0.532258064516129
290	ABCC6	TCGA-12-0828	0.8333333333333334
291	ABCC6	TCGA-19-5956	0.3783783783783784
292	ABCC6	TCGA-28-5211	0.6428571428571429
293	ABCC8	TCGA-06-2562	0.8
294	ABCC8	TCGA-06-5416	0.7636363636363637
295	ABCC8	TCGA-12-0778	0.9230769230769231
296	ABCC8	TCGA-12-1093	0.24
297	ABCC8	TCGA-14-0812	0.42857142857142855
298	ABCC8	TCGA-19-1787	0.2968197879858657
299	ABCC8	TCGA-19-1788	0.06745362563237774
300	ABCC8	TCGA-26-1799	0.14634146341463414
301	ABCC9	TCGA-06-0189	0.26356589147286824
302	ABCC9	TCGA-06-0192	0.7130434782608696
303	ABCC9	TCGA-06-5416	0.8108108108108109
304	ABCC9	TCGA-12-0692	0.8661417322834646
305	ABCC9	TCGA-12-0829	0.5454545454545454
306	ABCC9	TCGA-14-1827	0.6896551724137931
307	ABCC9	TCGA-19-1385	0.24390243902439024
308	ABCC9	TCGA-19-2625	0.45977011494252873
309	ABCC9	TCGA-19-5951	0.624
310	ABCC9	TCGA-19-5956	0.7543859649122807
311	ABCC9	TCGA-27-1838	0.4721030042918455
312	ABCC9	TCGA-28-5209	0.8333333333333334
313	ABCC9	TCGA-28-6450	0.6933333333333334
314	ABCC9	TCGA-74-6578	0.7863247863247863
315	ABCC9	TCGA-76-4935	0.1145374449339207
316	ABCD1	TCGA-06-5416	0.6741573033707865
317	ABCD1	TCGA-06-A5U0	0.6
318	ABCD1	TCGA-12-0775	0.7586206896551724
319	ABCD1	TCGA-32-2616	0.42857142857142855
320	ABCD1	TCGA-76-4935	0.6451612903225806
321	ABCD2	TCGA-06-0137	0.7807017543859649
322	ABCD2	TCGA-06-5416	0.8685015290519877
323	ABCD2	TCGA-19-5956	0.36082474226804123
324	ABCD2	TCGA-28-1757	0.10569105691056911
325	ABCD2	TCGA-28-1760	0.1346153846153846
326	ABCD2	TCGA-32-4209	0.5619335347432024
327	ABCD3	TCGA-06-5416	0.42953020134228187
328	ABCD3	TCGA-32-2632	0.20869565217391303
329	ABCD4	TCGA-06-5416	0.6666666666666666
330	ABCD4	TCGA-12-0829	0.3870967741935484
331	ABCD4	TCGA-28-1760	0.09302325581395349
332	ABCE1	TCGA-06-5416	0.7722772277227723
333	ABCE1	TCGA-12-0778	0.23255813953488372
334	ABCE1	TCGA-19-5956	0.16483516483516483
335	ABCF1	TCGA-06-0648	0.8
336	ABCF1	TCGA-28-1760	0.06818181818181818
337	ABCF1	TCGA-76-6286	0.5555555555555556
338	ABCF2	TCGA-06-1805	0.4864864864864865
339	ABCF2	TCGA-06-2564	0.45493562231759654
340	ABCF2	TCGA-12-0778	0.1595744680851064
341	ABCF3	TCGA-06-1802	0.09037328094302555
342	ABCF3	TCGA-06-1805	0.15254237288135594
343	ABCF3	TCGA-12-0829	0.1254355400696864
344	ABCF3	TCGA-15-1446	0.13240418118466898
345	ABCF3	TCGA-19-1389	0.2268041237113402
346	ABCF3	TCGA-28-1745	0.16981132075471697
347	ABCF3	TCGA-28-1755	0.0641025641025641
348	ABCG1	TCGA-06-0126	0.6509803921568628
349	ABCG1	TCGA-06-5416	0.4084507042253521
350	ABCG1	TCGA-12-0662	0.2127659574468085
351	ABCG1	TCGA-19-0957	0.5138888888888888
352	ABCG1	TCGA-19-1389	0.2727272727272727
353	ABCG1	TCGA-76-6663	0.6021505376344086
354	ABCG2	TCGA-06-0141	0.10666666666666667
355	ABCG2	TCGA-06-5416	0.5301204819277109
356	ABCG2	TCGA-14-1795	0.8113207547169812
357	ABCG2	TCGA-19-1788	0.1640625
358	ABCG2	TCGA-19-5950	0.55
359	ABCG2	TCGA-19-5956	0.8235294117647058
360	ABCG2	TCGA-28-2506	0.2469733656174334
361	ABCG2	TCGA-RR-A6KA	0.29411764705882354
362	ABCG4	TCGA-06-0132	0.25396825396825395
363	ABCG4	TCGA-06-5416	0.8947368421052632
364	ABCG4	TCGA-14-3477	0.32
365	ABCG4	TCGA-19-5956	0.23636363636363636
366	ABCG4	TCGA-32-2616	0.7228915662650602
367	ABCG5	TCGA-06-1801	0.19607843137254902
368	ABCG5	TCGA-14-1794	0.5185185185185185
369	ABCG5	TCGA-28-1760	0.989010989010989
370	ABCG5	TCGA-28-5208	0.935251798561151
371	ABCG8	TCGA-06-0137	0.17777777777777778
372	ABCG8	TCGA-06-1805	0.4
373	ABCG8	TCGA-12-0775	0.08695652173913043
374	ABCG8	TCGA-19-5956	0.20253164556962025
375	ABCG8	TCGA-28-1750	0.2191780821917808
376	ABCG8	TCGA-32-2616	0.8850574712643678
377	ABHD1	TCGA-12-0829	0.10309278350515463
378	ABHD1	TCGA-14-0866	0.46153846153846156
379	ABHD10	TCGA-06-0173	0.8571428571428571
380	ABHD10	TCGA-06-5416	0.48717948717948717
381	ABHD10	TCGA-12-0778	0.23655913978494625
382	ABHD10	TCGA-19-1788	0.21212121212121213
383	ABHD11	TCGA-19-5956	0.6783625730994152
384	ABHD11	TCGA-32-2616	0.42857142857142855
385	ABHD12	TCGA-12-0829	0.15841584158415842
386	ABHD12	TCGA-14-1396	0.14583333333333334
387	ABHD12	TCGA-19-5956	0.425531914893617
388	ABHD12B	TCGA-28-1760	0.20923076923076922
389	ABHD14A	TCGA-12-1089	0.14285714285714285
390	ABHD14A-ACY1	TCGA-12-0829	0.13230769230769232
391	ABHD16A	TCGA-12-0778	0.391304347826087
392	ABHD16A	TCGA-19-5956	0.5423728813559322
393	ABHD16B	TCGA-16-0848	0.8444444444444444
394	ABHD17AP6	TCGA-06-0214	0.6829268292682927
395	ABHD17B	TCGA-06-5416	0.32601880877742945
396	ABHD17B	TCGA-14-0813	0.7719298245614035
397	ABHD2	TCGA-12-3644	0.22535211267605634
398	ABHD2	TCGA-14-0866	0.6604651162790698
399	ABHD2	TCGA-14-1827	0.18018018018018017
400	ABHD2	TCGA-28-1755	0.10491803278688525
401	ABHD2	TCGA-28-1760	0.25
402	ABHD3	TCGA-41-6646	0.7397260273972602
403	ABHD4	TCGA-19-5956	0.35135135135135137
404	ABHD5	TCGA-14-0866	0.07536231884057971
405	ABHD5	TCGA-16-0848	0.7540983606557377
406	ABHD5	TCGA-19-1788	0.208955223880597
407	ABHD6	TCGA-14-1396	0.3924050632911392
408	ABHD6	TCGA-19-5956	0.9436619718309859
409	ABHD6	TCGA-28-2506	0.11042944785276074
410	ABHD8	TCGA-19-5954	0.6459627329192547
411	ABHD8	TCGA-19-5956	0.8275862068965517
412	ABHD8	TCGA-74-6581	0.5263157894736842
413	ABI1	TCGA-06-2566	0.64
414	ABI2	TCGA-06-5411	0.640625
415	ABI2	TCGA-06-5416	0.5029239766081871
416	ABI2	TCGA-12-0778	0.35555555555555557
417	ABI2	TCGA-12-0829	0.15789473684210525
418	ABI2	TCGA-12-3646	0.08445297504798464
419	ABI2	TCGA-16-0848	0.6233766233766234
420	ABI3BP	TCGA-06-2557	0.7378640776699029
421	ABI3BP	TCGA-19-2619	0.7692307692307693
422	ABL1	TCGA-06-1805	0.14512471655328799
423	ABL1	TCGA-06-5416	0.4094488188976378
424	ABL1	TCGA-06-5859	0.797752808988764
425	ABL2	TCGA-06-1801	0.24242424242424243
426	ABL2	TCGA-06-1802	0.22807017543859648
427	ABL2	TCGA-06-2566	0.27976190476190477
428	ABL2	TCGA-12-0778	0.8529411764705882
429	ABL2	TCGA-12-0829	0.08247422680412371
430	ABL2	TCGA-12-3644	0.13333333333333333
431	ABL2	TCGA-14-0866	0.11483253588516747
432	ABL2	TCGA-14-1396	0.07816091954022988
433	ABL2	TCGA-19-1386	0.07028753993610223
434	ABL2	TCGA-19-5956	0.9050505050505051
435	ABL2	TCGA-32-2491	0.5096525096525096
436	ABLIM1	TCGA-06-1802	0.125
437	ABLIM1	TCGA-12-0829	0.11009174311926606
438	ABLIM1	TCGA-12-3644	0.13872832369942195
439	ABLIM1	TCGA-19-5956	0.14814814814814814
440	ABLIM3	TCGA-06-0137	0.7419354838709677
441	ABLIM3	TCGA-06-0650	0.2247191011235955
442	ABLIM3	TCGA-06-1805	0.43103448275862066
443	ABLIM3	TCGA-06-5416	0.8
444	ABLIM3	TCGA-12-0778	0.30434782608695654
445	ABLIM3	TCGA-27-2528	0.5111111111111111
446	ABLIM3	TCGA-74-6577	0.5588235294117647
447	ABLIM3	TCGA-87-5896	0.6666666666666666
448	ABO	TCGA-06-5416	0.6808510638297872
449	ABO	TCGA-14-0786	1.0
450	ABR	TCGA-02-0047	0.5737704918032787
451	ABR	TCGA-12-0778	0.4897959183673469
452	ABR	TCGA-12-0829	0.1
453	ABR	TCGA-19-5956	0.2857142857142857
454	ABRA	TCGA-06-1805	0.1509433962264151
455	ABRA	TCGA-06-5416	0.5650557620817844
456	ABRA	TCGA-14-1458	0.1917808219178082
457	ABRA	TCGA-14-1795	0.5294117647058824
458	ABRA	TCGA-28-1752	0.19672131147540983
459	ABTB1	TCGA-06-2562	0.5882352941176471
460	ABTB1	TCGA-06-5416	0.8809523809523809
461	ABTB1	TCGA-28-1752	0.8
462	ABTB1	TCGA-28-1755	0.45263157894736844
463	ABTB2	TCGA-06-5416	0.7889908256880734
464	AC003958.2	TCGA-06-5416	0.5714285714285714
465	AC003958.2	TCGA-19-1387	0.4166666666666667
466	AC003958.2	TCGA-19-5956	0.5405405405405406
467	AC003958.2	TCGA-76-4925	0.9253731343283582
468	AC004381.6	TCGA-12-0829	0.17543859649122806
469	AC004381.6	TCGA-19-5956	0.4444444444444444
470	AC004448.5	TCGA-06-5416	0.43902439024390244
471	AC004980.7	TCGA-06-5416	0.47058823529411764
472	AC004987.9	TCGA-06-0644	0.5714285714285714
473	AC004987.9	TCGA-06-0743	0.16363636363636364
474	AC004987.9	TCGA-19-5956	0.5294117647058824
475	AC005251.3	TCGA-14-0865	0.41025641025641024
476	AC005251.3	TCGA-19-5956	0.2033898305084746
477	AC005522.7	TCGA-81-5911	0.625
478	AC005863.1	TCGA-16-1045	0.751131221719457
479	AC010203.1	TCGA-02-2466	0.32727272727272727
480	AC010203.1	TCGA-06-0878	0.6046511627906976
481	AC010203.1	TCGA-06-6701	0.831858407079646
482	AC010518.2	TCGA-76-6280	0.5454545454545454
483	AC010731.4	TCGA-32-2616	0.6333333333333333
484	AC010731.4	TCGA-76-6656	0.96
485	AC011467.1	TCGA-06-0173	0.23529411764705882
486	AC011467.1	TCGA-06-0241	0.8918918918918919
487	AC011467.1	TCGA-06-5415	0.46153846153846156
488	AC011467.1	TCGA-15-1446	0.7272727272727273
489	AC011467.1	TCGA-41-3393	0.4
490	AC015849.16	TCGA-06-5416	0.9484536082474226
491	AC015849.16	TCGA-19-5956	0.35294117647058826
492	AC016734.2	TCGA-19-5956	0.8888888888888888
493	AC016734.2	TCGA-76-4928	0.31746031746031744
494	AC016757.3	TCGA-27-1834	0.24285714285714285
495	AC016995.3	TCGA-06-1802	0.21875
496	AC016995.3	TCGA-19-1386	0.8571428571428571
497	AC016995.3	TCGA-19-5956	0.45454545454545453
498	AC018462.2	TCGA-19-1385	0.2619047619047619
499	AC023310.1	TCGA-06-0749	0.44
500	AC024560.3	TCGA-12-0821	0.9836065573770492
501	AC024937.1	TCGA-06-1801	0.5714285714285714
502	AC025048.1	TCGA-06-1801	0.14457831325301204
503	AC025048.1	TCGA-06-5416	0.46616541353383456
504	AC061975.1	TCGA-06-5416	0.3971631205673759
505	AC073310.4	TCGA-14-3476	0.6035502958579881
506	AC073310.4	TCGA-32-2494	0.4367816091954023
507	AC073310.4	TCGA-41-2575	0.6263736263736264
508	AC073869.20	TCGA-06-5416	0.7272727272727273
509	AC073869.20	TCGA-32-2634	0.6
510	AC078899.1	TCGA-06-0154	0.3673469387755102
511	AC078899.1	TCGA-06-5416	0.8769230769230769
512	AC078899.1	TCGA-12-0820	0.04970178926441352
513	AC080008.1	TCGA-12-0829	0.18832391713747645
514	AC080008.1	TCGA-19-1388	0.1935483870967742
515	AC083899.3	TCGA-06-0747	0.3448275862068966
516	AC083899.3	TCGA-28-1760	0.1346153846153846
517	AC090825.1	TCGA-14-1794	0.2894736842105263
518	AC091565.1	TCGA-06-5416	0.927536231884058
519	AC091565.1	TCGA-19-5956	0.32727272727272727
520	AC092017.1	TCGA-06-5416	0.6785714285714286
521	AC092071.1	TCGA-06-5416	0.3333333333333333
522	AC092071.1	TCGA-14-1458	0.13333333333333333
523	AC092071.1	TCGA-19-5956	0.24427480916030533
524	AC092071.1	TCGA-28-1757	0.5533596837944664
525	AC092071.1	TCGA-4W-AA9T	0.4838709677419355
